,Id,Nome,album,Banda,Genero,Data_lancamento,Popularidade_Banda,Duracao,Popularidade,acustica,dancabilidade,energia,Instrumentalidade,vivacidade,Volume,speechiness,tempo,time_signature
0,1GQv9r0tn00ZfHTw92jAcW,CHOKE,ERROR,The Warning,"['mexican metal', 'monterrey indie']",2022-06-24,51,231854,48,8.65e-05,0.37,0.832,5.38e-05,0.0747,-4.857,0.041,175.922,4
1,2xXPVOKw75Ouju8Qu4SdIA,I Don't Wanna Talk (I Just Wanna Dance),Dreamland (+ Bonus Levels),Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",2021-09-09,77,195190,65,0.0156,0.703,0.624,5.53e-05,0.299,-6.228,0.0364,131.966,4
2,1elZoRKwy8Rirjv8yaBxp3,I Wanna Believe,I Wanna Believe,MISCHO,[],2022-01-01,27,192653,26,0.00232,0.676,0.834,1.47e-06,0.0723,-8.058,0.1,103.993,4
3,3ztKHejzVoxJRKSZHFFMdJ,Twilight Zone,The Long Versions - Part One,Golden Earring,"['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'hard rock', 'nederpop']",2008-10-22,54,478106,55,0.00785,0.656,0.756,3.49e-05,0.0927,-6.516,0.0399,118.56,4
4,3YYnFEXCLNbaWuC0hIEnIS,Patient Number 9 (feat. Jeff Beck),Patient Number 9,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",2022-09-09,70,441402,60,0.000195,0.318,0.87,0.192,0.133,-4.246,0.0652,169.906,4
5,3FjpSnfyxtdzkfRITFFg2F,The World Is Burning,Ruins,Ember Falls,"['electronic djent', 'finnish metal', 'melodic metal']",2021-12-17,38,253400,41,1.89e-05,0.428,0.946,2.59e-05,0.384,-7.03,0.0957,150.01,4
6,2jY2PFrpUfA43XcQtDbSdz,Low Budget Horror,Low Budget Horror,RedHook,"['australian alternative rock', 'slayer']",2022-01-21,45,181631,45,0.00609,0.425,0.93,0.0,0.35,-3.592,0.16,155.283,4
7,5z0QlOV93W6Yo7DG2SYOJP,weapon,fever,Against The Current,"['neon pop punk', 'pixie', 'pop punk']",2021-07-23,63,197209,57,0.00021,0.402,0.924,0.0,0.237,-4.089,0.156,180.075,4
8,0Y2kTZlKmbcsLSTHnLETBj,Atonement,Atonement,Conquer Divide,"['metalcore', 'pixie', 'post-screamo']",2022-03-21,49,237115,52,0.00328,0.488,0.851,0.00222,0.087,-8.979,0.0396,103.974,4
9,4B0kB0hZMxRAZXW9aj1lbu,Chemicals,Chemicals,Conquer Divide,"['metalcore', 'pixie', 'post-screamo']",2020-08-07,49,230000,44,0.00175,0.383,0.945,8.02e-05,0.381,-3.74,0.0866,150.102,4
10,05Ih76Yb0TbWCl0PEUsvtp,Lavenders,Sad Looks Pretty on Me,Rivals,['pop emo'],2021-03-19,43,195818,40,0.0193,0.563,0.915,0.0,0.591,-2.45,0.0542,110.025,4
11,7mykoq6R3BArsSpNDjFQTm,I Really Want to Stay at Your House,"Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack)",Various Artists,[],2020-12-18,65,246652,84,0.00237,0.49,0.738,4.58e-06,0.0851,-7.399,0.0367,124.966,4
12,2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,"['hard rock', 'metal']",2019-09-13,76,244804,85,0.000235,0.466,0.9,0.00104,0.103,-4.469,0.0447,130.02,4
13,1nkOWBc6valgQNIoPy04fc,under the influence - sped up + reverb,under the influence - sped up + reverb,sped up + reverb tazzy,['sped up'],2022-07-31,64,151916,36,0.175,0.642,0.465,0.0,0.154,-11.607,0.03,140.4,4
14,4GRFzKI7jTZ3kbMfouc7bn,Backstabber,Animal (Expanded Edition),Kesha,"['dance pop', 'pop', 'post-teen pop']",2010-01-01,75,186840,74,0.0666,0.6,0.939,6.18e-06,0.34,-1.794,0.19,159.941,4
15,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"['argentine hip hop', 'pop venezolano', 'trap argentino']",2022-07-06,84,198937,97,0.0125,0.621,0.782,0.033,0.23,-5.548,0.044,128.033,4
16,611nlMA40SKg9gQ4pTVXT3,Discord,Discord,The Living Tombstone,['fnaf'],2012-01-21,69,193776,67,0.00682,0.676,0.835,3.04e-05,0.081,-4.382,0.044,104.987,4
17,7s0AECqA0D1oNiZuVHi3rt,Special,Special,Charlotte Sands,"['alt z', 'pop punk']",2021-02-26,56,181614,24,0.00907,0.721,0.711,0.0,0.0705,-5.768,0.0718,149.981,4
18,1zV75d6SpJ0SUo08TWNSc2,The Factory Gates,"Education, Education, Education & War",Kaiser Chiefs,"['alternative rock', 'modern rock', 'rock']",2014-01-01,59,212480,47,0.0405,0.256,0.964,0.0,0.123,-4.129,0.153,160.554,4
19,7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,Heaven & Hell,Ava Max,"['dance pop', 'pop']",2020-09-18,79,187436,80,0.0684,0.72,0.706,0.0,0.166,-4.719,0.0473,133.002,4
20,6TL5UgbNHsgL3Zb6nLt7yw,Incomplete,Incomplete,Traceless,[],2019-11-15,34,258857,35,0.00111,0.519,0.872,7.27e-06,0.285,-4.609,0.0905,140.047,4
21,6kR2k5TsHikk2OLM3VmMnk,Hear Me Screaming,Hear Me Screaming,Alicewell,[],2020-07-03,24,226000,38,0.000184,0.429,0.887,7.75e-05,0.269,-4.206,0.0575,74.989,4
22,6lFlc10D5VdFYZyXbZzbvA,Everything I Wanted,Everything I Wanted,Now or Never,['punk cover'],2020-02-14,25,251031,39,2.28e-05,0.583,0.794,0.00051,0.312,-6.385,0.0329,120.034,4
23,3oc1pUNS4sZH6sbCmhK02Q,HURT,HURT,VUKOVI,"['modern alternative rock', 'modern rock', 'pixie']",2021-07-21,46,203177,28,0.002,0.278,0.956,0.0,0.132,-4.887,0.154,83.44,4
24,46gagaOPPw3jmsfVBdXmCx,blackpill,blackpill,Kala,"['canadian post-hardcore', 'kelowna bc indie']",2020-06-25,35,190600,35,0.00104,0.348,0.93,0.00128,0.29,-3.784,0.102,150.107,4
25,7FdUvDkaE24o3FPIWTvzv2,Follow You,Follow You / Cutthroat,Imagine Dragons,"['modern rock', 'rock']",2021-03-12,87,175643,72,0.00209,0.542,0.732,7.92e-05,0.496,-5.956,0.0521,124.912,4
26,6xZ4Q2k2ompmDppyeESIY8,Level of Concern,Level of Concern,Twenty One Pilots,"['modern rock', 'rock']",2020-04-09,79,220051,67,0.32,0.754,0.583,0.00015,0.144,-7.34,0.0432,122.012,4
27,4m562HkASV1QOIQ8ugzaRu,Things Are Better - Alt Version,Use Me (Deluxe),PVRIS,"['modern rock', 'pixie', 'pop', 'pop emo', 'pop punk']",2020-10-22,62,178533,40,0.00635,0.615,0.667,1.72e-05,0.269,-5.966,0.0546,112.481,4
28,5hR6O5PtXtJ6wd0rdFeZmE,Genesis 37:35,A World of Disaster,Writing The Future,['swedish metalcore'],2020-07-13,28,240000,37,0.00292,0.359,0.877,0.000103,0.313,-4.151,0.302,161.0,4
29,5g0esJYETNGC7SU6yq1O3t,Enemies,A Lunar Rose,Saviour,"['australian post-hardcore', 'melodic hardcore', 'metalcore']",2020-02-07,36,283375,32,0.0244,0.526,0.991,0.0,0.128,-2.813,0.123,92.541,4
30,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Fine Line,Harry Styles,['pop'],2019-12-13,89,174000,88,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,4
31,1iznrRcoxd1M2XzA6PzEOB,My Kind of Guy,"Yours Truly, Angry Mob (Deluxe)",Kaiser Chiefs,"['alternative rock', 'modern rock', 'rock']",2007-02-26,59,246506,6,0.000184,0.306,0.902,3.95e-05,0.253,-3.889,0.0346,114.722,4
32,1PG0RRlSIfB7Ea00IZj8Fy,Wasted,GREYSCALE,Sleeping Wolf,"['bossbeat', 'indie poptimism', 'modern alternative rock']",2020-09-18,44,164040,34,3.55e-05,0.524,0.938,2.53e-05,0.117,-5.459,0.0573,120.058,4
33,2d8D7uk3tbAThjRkdfrx9c,Voyage voyage,François,Desireless,"['french synthpop', 'italian disco']",2001-01-02,52,266600,69,0.246,0.606,0.913,0.00696,0.34,-6.039,0.0351,123.58,4
34,1xPSDf8z4dH46gkvlLtvDO,Maniac,Flashdance Original Soundtrack From The Motion Picture,Various Artists,"['hi-nrg', 'new wave pop', 'soft rock']",1983-01-01,60,244706,0,0.0891,0.617,0.533,4.04e-06,0.0415,-11.516,0.0651,158.86,4
35,7uHO4AmKtyGa5v5fsElGoC,You Spin Me Round (Like a Record),Youthquake,Dead Or Alive,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",1985-03-26,58,199666,1,0.0312,0.567,0.943,0.0965,0.544,-7.992,0.0387,128.207,4
36,4ih3dyFZoeTdaeJW9mPbOI,Mr. Vain - Original Radio Edit,Mr. Vain,Culture Beat,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']",1993-01-01,55,257466,68,0.0726,0.703,0.997,0.0235,0.123,-7.666,0.0399,132.872,4
37,3ioH4Hroyj5mpYVskBZqhS,Say You Don't Want Me,Riding On A New Wave,Le Bon,[],2019-08-06,23,223529,0,0.0826,0.651,0.523,4.45e-05,0.105,-9.437,0.0256,101.986,4
38,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,Dare!,The Human League,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']",1981,60,236920,75,0.184,0.731,0.738,0.0,0.214,-8.125,0.0377,117.656,4
39,1n3d0RJlmnKEpgNgW5cBv0,Nothing's Over,Balance Restored,Day/Four,[],2019-09-13,25,269082,42,0.000223,0.533,0.814,0.0145,0.161,-6.174,0.0448,78.001,4
40,7okNsmggT5LVDQOiRX805S,Divide,Divide,Vigils,['post-screamo'],2019-09-20,25,227960,30,0.00119,0.436,0.982,0.0547,0.316,-5.223,0.112,129.972,4
41,0BJYjPDuQ2MCAVkBzPd5TG,Ayahuasca,Commas,Entail of Crow,['trancecore'],2020-11-11,28,193515,38,0.102,0.56,0.748,0.0,0.0843,-4.162,0.0412,140.044,4
42,055AztjzPRegir100FGC41,The Cure,The Cure,Wake Up Hate,"['deep metalcore', 'gymcore', 'metalcore', 'post-screamo']",2019-12-20,37,198857,33,0.000673,0.522,0.922,5.06e-05,0.0882,-5.662,0.051,139.968,4
43,0ZwTN05oFpgYVNH6XbpIMO,Monster in the Closet,Monster in the Closet,Subcon,[],2020-03-27,19,198931,35,0.00415,0.55,0.932,0.0,0.443,-4.954,0.153,155.086,4
44,7myCzML6gYvxf2fb5wY2rz,Memories,Memories,Foxera,[],2020-04-03,29,285333,38,5.37e-05,0.473,0.939,0.0,0.136,-3.587,0.061,89.977,4
45,4lyOW3OZYBV603Df3X3Fre,Chuggflix and Chill,Chuggflix and Chill,ChuggaBoom,['post-screamo'],2020-05-01,35,190833,0,0.00154,0.543,0.99,0.0,0.224,-1.492,0.265,90.108,4
46,67GyObHxvR9o5yzyQ4FdHd,Sign Of The Cross,The X Factor,Iron Maiden,"['hard rock', 'metal', 'nwobhm', 'rock']",1995-10-02,72,677960,0,0.0193,0.342,0.714,0.448,0.112,-11.799,0.0524,100.541,4
47,2JUwLeTzOR5eSbnizg4QWi,Uncover,Uncover,Braaheim,"['covertronica', 'dance pop', 'edm', 'pop dance', 'slap house']",2020-09-11,62,157382,65,0.0238,0.69,0.788,0.0,0.21,-6.344,0.107,122.032,4
48,3RsrKzD7rntAYMbiBt7tM0,Holding Me Down,Do You Feel O.K?,Picturesque,"['pixie', 'post-screamo']",2020-04-24,43,209720,50,0.00224,0.285,0.728,0.0,0.227,-4.19,0.0483,171.4,3
49,6NJiX7NrR0DaYO01UCyT6m,Break,Break,Before Their Eyes,"['metalcore', 'post-screamo', 'screamo']",2020-01-03,31,195286,11,0.00994,0.65,0.906,3.35e-06,0.215,-5.049,0.0484,120.013,4
50,5zNf8MI40Us66R3zutaxvt,Save a Prayer - Single Version,Greatest,Duran Duran,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']",1998-11-09,67,225840,57,0.141,0.59,0.662,0.0,0.0935,-9.226,0.0313,113.455,4
51,0X1sqQ652p1sceKM2nJlIJ,Runaway,Bon Jovi,Bon Jovi,"['glam metal', 'rock']",1984-01-01,76,230666,72,0.00375,0.475,0.899,1.91e-05,0.14,-4.321,0.0637,152.445,4
52,4vh66ApXsKOnHL6N93wjtU,Sometimes,The Good Youth,Blitz Kids,"['british alternative rock', 'uk pop punk']",2014-01-21,26,235199,0,8.87e-05,0.478,0.948,1.06e-06,0.109,-2.994,0.0778,90.579,4
53,7ciLq0Cip0yxiz6KANrOUq,Toothbrush,DNCE,DNCE,"['dance pop', 'pop', 'post-teen pop']",2016-11-18,69,231813,66,0.122,0.556,0.785,0.0,0.468,-5.842,0.133,104.978,4
54,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",2019-01-18,69,178480,76,0.296,0.674,0.881,3.01e-06,0.0793,-2.853,0.147,98.994,4
55,5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy,I'm Gonna Show You Crazy,Bebe Rexha,"['dance pop', 'edm', 'pop', 'post-teen pop']",2014-12-19,83,207775,62,0.0758,0.474,0.537,0.0,0.316,-6.77,0.0649,90.103,4
56,203c3jfQ4JZn1BBfXG84I4,An Honest Mistake,The Bravery,The Bravery,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']",2005-03-14,52,219706,57,3.21e-06,0.46,0.889,0.645,0.121,-4.281,0.0294,140.038,4
57,421leiR6jKlH5KDdwLYrOs,Dance Monkey,Dance Monkey,Tones And I,"['australian pop', 'pop']",2019-05-10,70,209754,0,0.693,0.824,0.592,0.000158,0.178,-6.4,0.0969,98.074,4
58,1X4Ntw6Lbaa1ACgilCqMpr,Alive - Chris Lord-Alge Mix,Satellite (U.S. Version),P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",2001-09-11,60,205026,62,1.21e-05,0.421,0.95,0.000214,0.314,-3.985,0.0768,80.912,4
59,6YRzgyDwvfAaqqSNgWhttU,Godspeed,Cities,Anberlin,"['christian alternative rock', 'pop punk']",2007-01-01,54,182920,50,5.35e-05,0.4,0.971,8.4e-05,0.101,-4.82,0.0776,176.09,4
60,0d8aJLKZI1r4uOSLZBJaBK,The River,Good Morning Revival,Good Charlotte,"['alternative metal', 'pop punk']",2007-03-16,64,195680,59,0.00677,0.439,0.945,0.0,0.166,-2.21,0.138,161.954,4
61,6G72gzABviuul6g4BSmKqM,I Surrender,The Very Best Of Rainbow,Rainbow,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1997-07-15,59,241586,33,0.301,0.486,0.744,0.0,0.253,-8.817,0.0497,133.031,4
62,1zfFle2YCXuUFXlAAZ4QOS,The Dirt (Est. 1981) [feat. Machine Gun Kelly],The Dirt (Est. 1981) [feat. Machine Gun Kelly],Mötley Crüe,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",2019-02-22,70,232000,0,0.000104,0.432,0.828,0.000215,0.101,-5.769,0.0669,166.035,4
63,7lkZHLOqWxEIKEOp4f0tfN,Now or Never,Megaplex,We Are Scientists,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave']",2018-04-27,44,196733,9,0.000471,0.4,0.809,0.0,0.0847,-3.77,0.0307,163.965,4
64,64cUfm02HStJ0T1y9mc10o,Girls Who Play Guitar,Our Earthly Pleasures,Maximo Park,"['britpop', 'indie rock', 'modern rock', 'new rave', 'newcastle indie', 'rock']",2007-04-01,48,192093,43,0.00187,0.521,0.931,0.0,0.217,-3.072,0.0469,165.995,4
65,3ixUsbKRSni2P4GUXqmiSp,Blueprint of the Fall,Exile in Oblivion,Strung Out,"['melodic hardcore', 'pop punk', 'punk', 'skate punk']",2004,43,185373,34,3.25e-05,0.403,0.971,0.481,0.39,-4.32,0.0808,143.966,4
66,5jiBpByfq1KnZFc0NIqrxF,Boat On A River,The Best Of Times - The Best Of Styx,Styx,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",1995-11-30,61,191933,0,0.175,0.44,0.515,0.0,0.0994,-7.874,0.0316,175.718,4
67,6qopop1Rc9r1RjEIBQhc8d,Lightning Strike,Firepower,Judas Priest,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",2018-03-09,65,209453,52,1.69e-05,0.521,0.915,0.43,0.065,-5.705,0.0544,112.507,3
68,6um5ccNzX7k3SRsVnLupvI,A Decade Under The Influence,Where You Want To Be,Taking Back Sunday,"['emo', 'pop punk']",2004-07-27,61,247760,59,0.00929,0.491,0.904,0.0,0.106,-4.729,0.0765,156.031,4
69,3s3eL7zMCNE9IgtX67SToC,So Far Away,Release The Panic,Red,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",2013-02-01,56,234946,40,0.00276,0.488,0.811,0.0,0.315,-5.196,0.041,133.961,4
70,19503qDaxgCdPL2BhJngij,Apply Some Pressure,A Certain Trigger,Maximo Park,"['britpop', 'indie rock', 'modern rock', 'new rave', 'newcastle indie', 'rock']",2005-05-16,48,200346,54,0.000719,0.378,0.953,2.89e-05,0.0936,-3.632,0.138,167.808,4
71,0g5wG8qeaQJaOVVb5TkX0E,Set It Straight,"Get Lost, Find Yourself","Chunk! No, Captain Chunk!","['anthem emo', 'easycore', 'metalcore', 'pop punk', 'post-screamo']",2015-01-01,47,192106,35,0.000139,0.531,0.971,0.185,0.35,-3.888,0.101,125.111,4
72,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",2018-02-09,87,232186,83,0.0605,0.698,0.633,0.000194,0.0926,-4.946,0.0597,96.924,4
73,4n7jnSxVLd8QioibtTDBDq,On My Way,On My Way,Alan Walker,['electro house'],2019-03-21,79,193797,73,0.0209,0.509,0.689,0.0,0.301,-4.929,0.102,170.087,4
74,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Narrated For You,Alec Benjamin,"['alt z', 'electropop', 'pop']",2018-11-16,76,169353,84,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,150.073,4
75,1z33QOn2Hcq9SfI5pES25L,This War Is Ours (The Guillotine II),This War Is Ours (Deluxe Edition),Escape the Fate,"['alternative metal', 'metalcore', 'pixie', 'pop punk', 'screamo']",2010-04-27,60,266733,57,0.00838,0.399,0.955,0.0,0.0759,-5.593,0.163,95.498,4
76,1k0FCgVwb1jZR57ESOWUVa,It Only Hurts,One Thing Remains,Default,"['alternative metal', 'canadian rock', 'nu metal', 'pop rock', 'post-grunge']",2005-10-05,47,222706,53,0.000593,0.522,0.777,0.258,0.286,-4.047,0.0274,97.903,4
77,1GqlvSEtMx5xbGptxOTTyk,Peace of Mind,Boston,Boston,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",1976,64,303586,67,0.00101,0.419,0.677,9.99e-05,0.211,-6.183,0.0343,127.678,4
78,6BLLQndvA0rLbLcIZmuuEJ,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,Good Charlotte,"['alternative metal', 'pop punk']",2008-05-20,64,244000,58,0.0226,0.64,0.884,0.0,0.187,-2.609,0.0428,124.968,4
79,7eWuwGCowJAlHAGiHuH8UI,The Good Left Undone,The Sufferer & The Witness,Rise Against,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']",2006-01-01,69,181453,52,0.000187,0.179,0.98,0.0,0.121,-3.791,0.168,196.983,5
80,6IL6VSKkaxQMjCzFTmUwb1,I'm Not Sorry,Wait for Me,The Pigeon Detectives,"['english indie rock', 'indie rock', 'leeds indie', 'modern rock', 'new rave', 'rock']",2007-05-27,44,222106,42,1.32e-05,0.394,0.831,0.000156,0.294,-3.527,0.0414,147.021,4
81,442YgzY4YBcE3UXFRrczJb,Casual Sex,Sick And Twisted Affair (Deluxe Edition),My Darkest Days,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",2012-01-01,59,193573,59,0.00912,0.671,0.922,0.0,0.662,-4.175,0.0463,116.04,4
82,5D25Vmd458UZ6n27g76d3l,Have Faith In Me,Homesick,A Day To Remember,"['metalcore', 'pop punk', 'screamo']",2009,68,188813,0,7.12e-05,0.507,0.933,0.0,0.105,-4.7,0.0868,149.998,4
83,5ZvWrmUIfzwNLpVISMqeI1,Two Become One,Lead Sails Paper Anchor,Atreyu,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock', 'screamo']",2007-07-23,59,282959,40,0.00194,0.215,0.979,0.00252,0.11,-4.01,0.262,157.874,4
84,0K8Hm9Q7GbyucgQB5BhC5C,Echo,Trapt,Trapt,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",2002-11-05,56,251733,49,0.00337,0.529,0.836,0.0,0.0665,-4.595,0.0429,163.838,4
85,7vJziOrwBGtGshVapxEE9x,Rescue Me,MFZB,zebrahead,"['funk metal', 'pop punk', 'punk', 'rap rock', 'skate punk']",2003-10-21,54,199226,45,0.00262,0.424,0.968,0.0,0.0691,-3.989,0.196,193.505,4
86,2i4yyBwHqj91tSHu0gIeUg,My Heroine,Discovering the Waterfront (Reissue),Silverstein,"['canadian post-hardcore', 'canadian rock', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']",2005,58,207586,0,9.83e-05,0.412,0.823,8.15e-05,0.153,-2.572,0.0323,154.117,4
87,3xOAzRgOEDn0zc4zPIBRsE,Getaway Car,Audioslave,Audioslave,"['alternative metal', 'alternative rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",2002-11-17,67,298893,50,0.157,0.574,0.456,0.0,0.251,-5.66,0.0259,62.261,4
88,5jASS6W9AWSi6oHfcXYAuj,Don't Hate,The Hell or High Water EP - Deluxe Edition,The Red Jumpsuit Apparatus,"['pop punk', 'pop rock', 'screamo']",2010-10-26,61,221013,14,0.00154,0.45,0.903,0.0,0.0527,-3.182,0.0439,92.394,3
89,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,['modern rock'],2005-09-27,77,186634,73,0.0807,0.569,0.83,0.0,0.114,-4.106,0.14,170.094,4
90,4DUUTdPeDCNDvLAXEyFzgR,Tornado,Planets,Adema,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",2005,44,229946,22,0.00499,0.542,0.939,0.00125,0.0815,-3.285,0.0724,141.948,4
91,7oXRMDUzBPekkLRTJhSGvC,I Sat By The Ocean,...Like Clockwork,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",2013-06-03,68,235586,0,0.00136,0.516,0.781,0.000735,0.11,-4.004,0.0364,116.793,4
92,5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Full Moon Fever,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",1989-01-01,67,256000,76,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,4
93,5RuJi4S1gXw4Ulhgh8aJ9e,Calling,Blackhawks Over Los Angeles,Strung Out,"['melodic hardcore', 'pop punk', 'punk', 'skate punk']",2007-06-12,43,259853,0,0.000144,0.372,0.977,0.167,0.0735,-3.767,0.136,95.751,4
94,47No93LxERvV6MtOAmQzHS,Ignorance,Brand New Eyes,Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']",2009-09-28,77,218626,69,0.00109,0.522,0.964,0.000389,0.0387,-2.645,0.095,170.944,4
95,51o6rpuSm82oDaP6EJPTw0,Just Breathe,Palms,Thrice,"['post-hardcore', 'screamo']",2018-09-14,55,236840,35,8.79e-05,0.438,0.809,0.0038,0.094,-6.054,0.0631,160.044,3
96,1fLhGF1JfGQYj6EZLndD86,Baby (feat. MARINA & Luis Fonsi),Baby (feat. MARINA & Luis Fonsi),Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",2018-11-02,74,205440,59,0.356,0.755,0.74,1.05e-05,0.0994,-5.354,0.04,116.946,4
