,Id,Nome,album,Banda,Genero,Data_lancamento,Popularidade_Banda,Duracao,Popularidade,acustica,dancabilidade,energia,Instrumentalidade,vivacidade,Volume,speechiness,tempo,time_signature
97,1EzeXGaZdqsA4Nst1AIAL2,Bullet With Butterfly Wings,Mellon Collie And The Infinite Sadness,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock', 'spacegrunge']",1995-10-24,71,257706,0,5.01e-05,0.389,0.705,0.86,0.09,-10.331,0.0553,122.154,4
98,0ZPquQV2aKmDfwPjvMdvRp,Último Romance,Ventura,Los Hermanos,"['brazilian rock', 'mpb', 'nova mpb', 'rock alternativo brasileiro', 'rock nacional brasileiro']",2003-07-05,57,263440,57,0.509,0.406,0.665,0.000641,0.112,-6.264,0.0286,159.997,4
99,5ZNZUo9XYGFpax6jXZ0DIf,When Your Heart Stops Beating,When Your Heart Stops Beating,+44,['pop punk'],2006-01-01,50,192786,0,0.000367,0.417,0.967,0.0,0.0632,-2.289,0.109,171.037,4
100,5U2m76qAMdr3gXI0g6ptlG,Come & Get It,Stars Dance,Selena Gomez,"['dance pop', 'pop', 'post-teen pop']",2013-01-01,84,231986,0,0.0102,0.349,0.795,0.000138,0.0812,-4.133,0.0758,148.985,1
101,4sZI1I2z5UODePKXgzyFho,For the Damaged,Melody of Certain Damaged Lemons,Blonde Redhead,"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'nu gaze', 'shoegaze']",2000-06-06,49,182266,0,0.99,0.631,0.2,0.0362,0.154,-13.379,0.0469,140.136,4
102,7jA5OcunWRSYXq98puhAX8,For the Damaged Coda,Melody of Certain Damaged Lemons,Blonde Redhead,"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'nu gaze', 'shoegaze']",2000-06-06,49,157000,0,0.795,0.499,0.468,0.88,0.0899,-9.995,0.0396,141.463,4
103,2LbOTztU3giUjjYmgtKgj3,Chattahoochee - Extended Mix,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,237266,54,0.121,0.579,0.801,7.58e-05,0.0821,-7.454,0.0449,174.755,4
104,1A0I5aiVZRwecRlbQcweBh,Gone Country,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,259893,57,0.131,0.681,0.719,1.65e-06,0.113,-5.918,0.0248,125.729,4
105,4zglcMAGIqPBOPlrMrEdQ3,It Must Be Love,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,172386,34,0.389,0.813,0.683,0.0,0.0565,-7.549,0.0313,112.387,4
106,3mW3hxYwVltRd3wVIxe2En,Midnight In Montgomery,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,226213,32,0.322,0.588,0.296,5.8e-06,0.109,-10.38,0.0282,139.881,4
107,6twD9FKdtA3OwjxDy5QkRV,Chasin' That Neon Rainbow,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,186120,39,0.211,0.723,0.622,0.0,0.135,-7.139,0.0304,74.513,4
108,7fCPG5pYsv3lPNyGOjvtbE,Don't Rock the Jukebox,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,170866,40,0.0348,0.667,0.686,0.000124,0.348,-8.595,0.027,147.531,4
109,7JiCaZ93B0hdj3XwFqwn4W,Mercury Blues,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,218760,49,0.371,0.538,0.786,0.00258,0.0517,-7.69,0.0336,172.019,4
110,20S05iXji9vJ9cNXr8Lcue,Here In the Real World,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,219333,30,0.132,0.592,0.359,0.000263,0.113,-9.937,0.0246,86.908,4
111,3KIUKvwteP1HFA5UcvvL11,Pop a Top,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,185426,51,0.291,0.699,0.477,0.0,0.164,-9.339,0.031,118.382,4
112,48ykOM780IeqcmTcwK9IM4,That'd Be Alright,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,221760,36,0.228,0.672,0.731,0.0,0.0661,-8.791,0.0282,134.376,4
113,1dJ6jEGFDszqQHPLkGw7AN,I Don't Even Know Your Name,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,230093,30,0.0452,0.609,0.872,0.0,0.289,-8.5,0.0388,128.836,4
114,5FF1zkuNs0xEiXj9RaZeo0,Gone Crazy,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,230440,36,0.43,0.538,0.34,5.82e-05,0.0936,-12.064,0.0244,76.344,4
115,2wNOKBvqLJhnMY3tkXTJoI,I'll Go On Loving You,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,238520,27,0.452,0.626,0.415,0.237,0.178,-13.487,0.0266,110.946,4
116,5vxd49MupkHObFEhcpT1ii,Little Man,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,268333,46,0.108,0.699,0.514,0.0,0.0817,-9.34,0.027,120.056,4
117,27CmNO9qaBWNeT3uqMZTvZ,Who's Cheatin' Who,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,241453,32,0.195,0.659,0.861,3.34e-05,0.128,-7.666,0.0296,133.27,4
118,3hV8Gvijx6cVv339o3uCSK,Summertime Blues,16 Biggest Hits,Alan Jackson,"['contemporary country', 'country', 'country road']",1989,71,192093,53,0.374,0.395,0.862,3.29e-05,0.209,-6.837,0.0426,80.716,4
119,1PLMK1ui86iHHG3FM1N7ue,Diamond Eyes (Boom-Lay Boom-Lay Boom),The Sound of Madness,Shinedown,"['alternative metal', 'nu metal', 'post-grunge']",2008-06-24,69,336112,63,0.000254,0.516,0.884,0.000347,0.0478,-3.706,0.0448,107.96,4
120,4Wj8YAiPnuleXJkJ1aEzLN,Lose the Feeling,Youth is Only Ever Fun in Retrospect,Sundara Karma,"['english indie rock', 'modern alternative rock', 'modern rock', 'reading indie', 'rock']",2017-07-07,48,253880,40,0.0609,0.582,0.792,0.0,0.129,-5.438,0.0307,130.988,4
121,2UZtI2HUyLRzqBjodvcUmY,Rx (Medicate),Wake Up Call,Theory of a Deadman,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rap rock']",2017-10-27,62,233173,66,0.0133,0.639,0.71,0.0,0.118,-7.445,0.0275,119.989,4
122,6DsFZITJMPnh8z5XewfVmL,Raging (feat. Kodaline),Raging (feat. Kodaline),Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",2016-04-01,79,224486,60,0.0498,0.55,0.689,0.0,0.207,-7.76,0.094,99.904,4
123,2JXDEZ8GRZyKRvlO3UqMbq,Red,The Ride,Catfish and the Bottlemen,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",2016-05-27,62,228360,0,0.000116,0.531,0.837,0.107,0.0564,-5.319,0.0549,135.023,4
124,6qENzscNc7XO9IIsDq5DWg,Charlemagne,Blossoms,Blossoms,"['english indie rock', 'modern rock', 'rock']",2016-08-05,57,166791,0,0.00342,0.546,0.931,0.000553,0.287,-3.821,0.0429,101.975,4
125,34DE20PRYUJ1QlT7h2Mq3W,Falling Apart,The Early Years - Revisited,zebrahead,"['funk metal', 'pop punk', 'punk', 'rap rock', 'skate punk']",2015-04-21,54,189133,30,0.000583,0.508,0.985,0.0,0.273,-3.768,0.112,112.03,4
126,2x0H3nrhXlaURWfb6S3hvj,Ghost Ship of Cannibal Rats,Afraid of Heights (Deluxe Version),Billy Talent,"['canadian punk', 'punk']",2016-07-29,64,219973,44,0.00204,0.476,0.98,0.0,0.0792,-3.338,0.162,175.077,4
127,5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,American Teen,Khalid,"['pop', 'pop r&b']",2017-04-27,84,202546,79,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,4
128,5KKBsfzzXBE4MKwsFTShkH,Vertigo,How To Dismantle An Atomic Bomb,U2,"['irish rock', 'permanent wave', 'rock']",2004-01-01,76,194520,0,0.000138,0.416,0.819,0.00108,0.122,-3.974,0.0613,140.083,4
129,4cS2HQ6jK80vqdY9ofpztx,She Wolf,She Wolf (Expanded Edition),Shakira,"['colombian pop', 'dance pop', 'latin pop']",2009,85,188866,70,0.285,0.865,0.69,0.0162,0.225,-7.448,0.0443,121.983,4
130,4dDZyGxClFiOBUjcpxhXWg,Hurt,Unearthed,Johnny Cash,"['arkansas country', 'outlaw country']",2003,73,216533,0,0.719,0.544,0.378,0.00035,0.105,-8.607,0.0264,91.078,4
131,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",2017-06-30,83,223413,77,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4
132,7dBMQbBKG6n9HkVXkUKnhQ,The Way You Used To Do,The Way You Used To Do,Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",2017-06-15,68,274281,0,0.0102,0.474,0.843,0.104,0.362,-5.909,0.272,97.691,4
133,0uLhNT7UIH3nZCCDZd3OBl,Anna Molly,Light Grenades,Incubus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",2006-11-28,67,225880,60,0.00428,0.451,0.973,7.36e-06,0.0924,-2.611,0.0514,151.885,4
134,7aBAo2pO8LvrN8mGba7MvA,Icky Thump,Icky Thump,The White Stripes,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",2007-06-15,70,254533,0,0.021,0.415,0.632,0.0117,0.0545,-7.243,0.0927,97.689,4
135,4q8PHoRsPUB52LFylX8Ulz,More Than You Know,More Than You Know,Axwell /\ Ingrosso,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",2017-05-24,64,203000,0,0.0323,0.645,0.741,0.0,0.29,-4.989,0.0339,123.07,4
136,5IC15BbbaRv6FmseUG0mTu,Throes of Perdition,Shogun (Special Edition),Trivium,"['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal']",2008-09-24,61,354133,46,2.91e-05,0.543,0.982,5.56e-05,0.187,-3.171,0.098,125.044,4
137,1TRnE7akG0fnvMFwNh6HnG,Descendo Na Banguela,Cantigas de Garagem,Raimundos,"['brazilian punk', 'brazilian punk rock', 'brazilian rock', 'hard rock brasileiro', 'rock brasiliense', 'rock nacional brasileiro']",2014-11-24,58,186213,17,0.000136,0.527,0.98,3.43e-06,0.317,-2.82,0.0664,110.929,4
138,6uFwhB7gVs7ExCAfJD5BWg,Mais Ninguém,Banda do Mar,Banda do Mar,['nova mpb'],2014-09-02,45,168640,61,0.156,0.649,0.622,4.29e-06,0.11,-6.781,0.0373,76.478,4
139,1n8MLpbFR0fuCjNnlyuHxS,Solteiro Apaixonado,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,183640,38,0.671,0.631,0.928,0.0,0.356,-3.62,0.126,168.1,4
140,5hkjlU7sUcZb9wOYd1eRBE,Eu Era,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,211173,55,0.352,0.545,0.657,0.0,0.109,-5.277,0.0353,132.337,4
141,5758ILtUE3C8mCNdYfJWUx,Disk Amor,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,159480,24,0.474,0.69,0.848,0.0,0.142,-4.158,0.0732,159.058,4
142,0I3jB0y6QWylLPWWs5xMG9,"Mãe, Eu Tô Gostando Dela",Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,172453,33,0.768,0.577,0.605,1.91e-06,0.09,-5.059,0.0336,132.466,4
143,3Fa4pgKWI3UMKykugH1832,Cumplicidade,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,164133,14,0.396,0.721,0.931,0.0,0.158,-4.14,0.108,176.068,4
144,3lTruR3RTDZaF1P8Yg8lkC,Glicose,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,161346,16,0.661,0.78,0.756,0.0,0.24,-4.395,0.0525,154.158,4
145,1Fxj1mpzcpWNxggKLztrNy,Mais um Ano Juntos,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,220293,33,0.694,0.796,0.504,0.0,0.223,-6.063,0.0418,124.979,4
146,3F2iJUsfIqesMgFFh97BlR,Se a Vida Não For Isso,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,169933,18,0.389,0.523,0.923,0.0,0.294,-5.814,0.0678,179.9,4
147,0zigzH52mIYrpIorCUJjn2,Se Amando e Se Lixando,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,177813,13,0.236,0.674,0.919,0.0,0.404,-5.046,0.0566,159.921,4
148,3a8yK6WHTFMnH5lveohcw9,Pula a Cerca,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,172800,13,0.514,0.681,0.915,0.0,0.366,-4.538,0.0988,180.077,4
149,4z8HyN0uo6vERIH6xXNQUI,O Palhaço,Acredite,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-26,58,233426,26,0.629,0.551,0.52,0.0,0.13,-6.122,0.0401,141.68,4
150,32bqxZEJRJObeNyc8bEiPt,Heavy (feat. Kiiara),Heavy (feat. Kiiara),Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2017-02-16,82,169800,49,0.0484,0.59,0.671,0.0,0.0604,-6.098,0.0706,149.982,4
151,6gi1Dd7pyQ2mSOvnlAvcr0,Revolução,A Máquina Que Sonha Colorido,Sugar Kane,"['brazilian emo', 'brazilian hardcore', 'brazilian punk', 'brazilian rock', 'rock curitibano']",2009-09-07,26,234866,17,0.0129,0.567,0.995,0.0,0.951,-2.862,0.0671,136.999,4
152,3rblXwKgORVAQmXMpibnLG,Não Sei o Que Fazer Comigo (Ya No Sé Qué Hacer Conmigo),Animal Nacional,Vespas Mandarinas,"['brazilian punk', 'brazilian rock']",2013-04-09,31,242466,40,0.0397,0.581,0.734,0.0,0.237,-8.573,0.0391,102.004,4
153,4QA1Kjk24XZKPxooXeBdNn,A Cera,"Coleção Ouça, Toque E Cante - Rock",Various Artists,"['brazilian punk', 'brazilian reggae', 'brazilian rock']",2006-01-01,47,227866,39,0.0753,0.589,0.745,0.0,0.0661,-4.06,0.0535,133.281,4
154,4NpFX0f0GfJgy92c9ypVxk,De Buenas,De Buenas,Lucas Lucco,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2016-10-21,58,161720,32,0.172,0.776,0.783,0.0,0.0891,-4.18,0.0481,134.146,4
155,0aASUtDb1N96NJDwmWj5Gf,Anna Júlia,Los Hermanos,Los Hermanos,"['brazilian rock', 'mpb', 'nova mpb', 'rock alternativo brasileiro', 'rock nacional brasileiro']",1999-06-05,57,212200,65,0.0445,0.427,0.817,1.67e-05,0.0801,-5.196,0.0385,148.234,4
156,1J0iYsJuVhqfDhBoSLuO9A,K.O.,Vai Passar Mal,Pabllo Vittar,"['dance pop', 'funk carioca', 'funk pop', 'pop', 'pop lgbtq+ brasileira', 'pop nacional']",2017-01-12,67,155654,0,0.505,0.689,0.713,0.0,0.0846,-4.34,0.0398,155.04,4
157,3oqYMRKQcwyNmFn1VD2ukD,Revolution Radio,Revolution Radio,Green Day,"['permanent wave', 'punk']",2016-10-07,78,180853,56,4.63e-05,0.419,0.971,1.43e-05,0.171,-3.622,0.0909,180.033,4
158,0OwX5aROoW1Iip8FV51Efg,Alarm,Alarm,Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",2016-05-20,77,205593,58,0.0812,0.756,0.589,0.0,0.176,-5.093,0.232,146.928,4
159,4Ti7WdCbPoxBBURxuY6sT9,Vai dar PT,Vai dar PT,MC Rahell,['funk carioca'],2017-02-08,37,165558,53,0.284,0.93,0.438,0.0,0.147,-6.637,0.351,132.003,4
160,0i7DGL8brBaukgIQf4jdGZ,Cobra de Vidro,Animal Nacional (Deluxe Edition),Vespas Mandarinas,"['brazilian punk', 'brazilian rock']",2014-04-01,31,201053,17,0.0242,0.475,0.675,0.0,0.193,-7.333,0.0413,153.935,4
161,498ZVInMGDkmmNVpSWqHiZ,May We All,Dig Your Roots,Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2016-08-26,74,226173,68,0.0409,0.514,0.918,0.0,0.342,-4.306,0.0365,150.033,4
162,6arll1Y1aPC7FZqZsHnSsP,Avisa Que Eu Cheguei,Avisa Que Eu Cheguei,Naiara Azevedo,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-12,54,175760,44,0.139,0.755,0.913,0.0,0.564,-3.251,0.108,91.991,4
163,2o8r1ZDSdsFD8ZpCukzHGv,Sua Sina,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,150520,30,0.442,0.799,0.712,0.0,0.409,-5.161,0.0476,141.915,4
164,0RBUU15iBS9cV631VgEeOn,Esse Refrão é Pra Você,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,169733,22,0.354,0.521,0.693,0.0,0.127,-7.357,0.0707,156.61,3
165,22iLwbcgBcLQ9po0Y7kuVB,Tirar a Limpo,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,191733,15,0.723,0.636,0.578,0.0,0.151,-5.613,0.0452,147.677,4
166,5g3Bbw11PXBUgYRNzlVIgh,A Gente Deu Sorte,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,157640,22,0.407,0.709,0.868,0.0,0.192,-4.389,0.0679,164.03,4
167,04Q0xnLJB7ZroD61okuUTX,Mil e uma,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,139200,16,0.568,0.804,0.831,0.0,0.175,-4.718,0.0545,93.972,4
168,7vlhratUWlm5HncPAYlA7g,Maquiagem Borrada,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,162173,28,0.431,0.558,0.545,0.0,0.338,-5.978,0.0435,74.121,4
169,3RNjRGqxSHdFNniifwPlB8,Escolha Errada,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,165613,15,0.273,0.651,0.734,0.0,0.0885,-4.535,0.0884,83.86,4
170,1dVJIWIynoo3mHaRpx8MHk,Proibido é Mais Gostoso,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,142226,33,0.442,0.769,0.856,7.97e-06,0.255,-4.859,0.0533,97.99,4
171,2fbyQQM68Tem6h7m4TyXLG,Deixa Que Ela Decide (feat. Pedro Paulo & Alex),Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,167346,26,0.178,0.872,0.639,0.0,0.198,-8.549,0.185,131.934,4
172,3yVwZU1RBIIwpQvFywtKpS,Curtição,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,208520,21,0.819,0.518,0.472,0.0,0.103,-12.175,0.0359,79.993,4
173,6bvcE0cf19D9UK6kd8PlfK,Muleke Top Zica,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,145640,14,0.234,0.793,0.703,1.36e-05,0.154,-5.252,0.0444,76.029,4
174,7A3JUCpjHS9r2yc6MxjWfH,"E Agora, José",Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,156986,14,0.503,0.651,0.7,0.0,0.0244,-6.887,0.0436,154.157,4
175,6IpB4YFHclrk3wGtNwpblL,Não Me Toca (feat. Ludmilla) - Versão Sertaneja,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,205320,29,0.214,0.566,0.87,0.0,0.507,-5.796,0.058,179.905,4
176,4kvggEm9J6kg8JUyBx0IoW,Olha Ela,Proibido é Mais Gostoso,Zé Felipe,"['arrocha', 'arrochadeira']",2016-06-17,70,151906,16,0.197,0.736,0.836,0.0,0.68,-4.469,0.0587,154.104,4
177,0lw6DiZytxehYKYyGKCMXQ,O Errado Sou Eu,O Errado Sou Eu,Zé Felipe,"['arrocha', 'arrochadeira']",2017-03-07,70,213946,0,0.351,0.679,0.863,0.0,0.0926,-4.879,0.0357,137.995,4
178,2OroVTHwRllDtoxDmpoRZL,Se a Vida Não For Isso,Se a Vida Não For Isso,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-05-05,58,169933,26,0.389,0.523,0.923,0.0,0.294,-5.814,0.0678,179.9,4
179,3EfugazgSddQvzZpkof5I4,Ciao Adios,Ciao Adios,Anne-Marie,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",2017-02-10,77,200104,56,0.127,0.698,0.882,0.0,0.15,-3.078,0.0863,106.083,4
180,41ALBC5ZYavHVLiD37TciK,Mas Vó,Cantigas de Garagem,Raimundos,"['brazilian punk', 'brazilian punk rock', 'brazilian rock', 'hard rock brasileiro', 'rock brasiliense', 'rock nacional brasileiro']",2014-11-24,58,269386,22,0.0201,0.528,0.965,1.55e-06,0.115,-2.879,0.049,137.977,4
181,3s4JSLfVCAZa79LEjeh6UY,Hoje Eu Tô Excelente,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,158210,43,0.131,0.498,0.915,0.000309,0.797,-3.372,0.301,179.888,4
182,74WcxnvO3Cb9iQZDrFvPvf,Amor Pirata,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,155748,33,0.386,0.698,0.818,0.00532,0.839,-4.342,0.0382,111.95,4
183,6V836Pgd3GFB88YEh646ix,Aí Fechou,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,164096,29,0.769,0.591,0.856,1.43e-05,0.931,-4.57,0.0545,145.681,4
184,0YMUrBA3PFe67TK4ir1xcp,Que Que a Gente Faz Com a Gente,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,164044,51,0.182,0.579,0.912,1.96e-06,0.833,-4.507,0.177,179.957,4
185,40Fu5zvEGp1vyTFPksatVo,Princesinha Mandona,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,171868,56,0.302,0.631,0.783,0.00238,0.946,-4.241,0.0382,104.055,4
186,1F6Zt1PaQ7J3yHWx9DIapk,Vítima de um Copo,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,189276,43,0.556,0.675,0.865,0.0,0.754,-4.62,0.0585,129.976,4
187,4Gv8WaiCAutAmQqymN36yF,Te Amo,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,240334,36,0.761,0.392,0.63,0.00741,0.48,-5.792,0.0347,82.07,4
188,33j9krwF0sD4yUpgmHpP7x,Se Organizar Todo Mundo Beija,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,179250,29,0.371,0.683,0.932,3.41e-05,0.648,-4.403,0.0746,144.976,4
189,6oGjQE3HFmu9XC0GYVGfdn,Cadeira de Aço,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,196677,51,0.542,0.673,0.895,0.000583,0.875,-3.342,0.0374,116.032,4
190,0orZ4zQ0QizRID1GAkIEN0,Um Ano de Noivado,Um Novo Sonho - Deluxe,Zé Neto & Cristiano,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2017-02-03,73,181335,43,0.559,0.69,0.698,0.000754,0.918,-4.942,0.0317,105.986,4
